"nct_id","brief_title","condition","intervention_type","intervention"
"NCT05044130","Postprandial VLDL-triglyceride Metabolism in Type 2 Diabetes Patients With and Without NAFLD","Type 2 Diabetes","Dietary Supplement","High-fat mixed-meal tolerance test (HF-MMTT)"
"NCT03047655","Effects of Short-term Interventions for a Healthy Lifestyle on the Human Lipidome in Subjects With Metabolic Syndrome","Hypertension","Dietary Supplement","Lifestyle intervention (PUFA/isomaltulose-enriched muffin)"
"NCT05117099","Middle School Success Over Stress","Depression","Behavioral","Family Check-Up"
"NCT04579406","Perioperative Adverse Cardiovascular Event in Type-2 Diabetic Patients","Type 2 Diabetes","Procedure","non-cardiac surgery"
"NCT02651870","Trial to Evaluate the Efficacy and Safety of a Combination Therapy of Candesartan and Amlodipine Versus Candesartan Monotherapy in Hypertensive Patients Inadequately Controlled by Candesartan Monotherapy","Hypertension","Drug","Amlodipine 5mg"
"NCT05263037","EaseVRx-8w+ for the Treatment of Chronic Lower Back Pain","Depression","Device","Sham VR"
"NCT01182701","Cognitive Behavioral Intervention in Diabetes Self-Management","Type 2 Diabetes","Behavioral","Cognitive behavioral training"
"NCT02444442","Sham Controlled Clinical Trial of Renal Denervation in Patients With Resistant Hypertension","Hypertension","Device","Renal Denervation"
"NCT02817217","The DDI Study of SP2086 and Valsartan","Type 2 Diabetes","Drug","Valsartan"
"NCT00918879","Evaluate Saxagliptin in Adult Indian Patients With Type 2 Diabetes Inadequate Glycemic Control","Type 2 Diabetes","Drug","Placebo"
"NCT02508129","Hypertension With Unsatisfactory Sleep Health","Hypertension","Behavioral","Enhanced Usual Care"
"NCT02234362","Vortioxetine for Menopausal Depression","Depression","Drug","vortioxetine"
"NCT01922141","Aliskiren Study of Safety and Efficacy in Senior Hypertensives","Hypertension","Drug","Hydrochlorothiazide"
"NCT02566187","A Study to Compare the Pharmacokinetics of Fimasartan/Atorvastatin Combination Tablet","Hypertension","Drug","Fimasartan/Atorvastatin Combination Tablet"
"NCT05531591","RCT of Brain Longitudinal Biomarker Study (OPT-Neuro RCT)","Depression","Drug","Aripiprazole Augmentation"
"NCT02297282","A Study to Assess the Effectiveness of Behavioural Activation Group Therapy in Individuals With Depression","Depression","Behavioral","Behavioural Activation (BA)"
"NCT05036876","Degludec Glargine U300 Hospital Study","Type 2 Diabetes","Drug","Degludec"
"NCT00454662","Combination of OLMesartan and CCB or Low Dose Diuretics in High Risk Elderly Hypertensive Patients Study (COLM-Study)","Hypertension","Drug","olmesartan medoxomil / low dose thiazide type drug"
"NCT04013165","Village-based Intervention for Late-life Depression","Depression","Behavioral","Village-based intervention"
"NCT01912729","Technology Assisted Programs That Promote Mental Health for Teenagers","Depression","Behavioral","Networked Peer Support with Clinician Coach"
"NCT02270619","Sleep Health, Inflammation, and Emotion Study","Depression","Behavioral","Partial sleep deprivation"
"NCT00753285","Renal Denervation in Patients With Refractory Hypertension","Hypertension","Device","Renal Denervation"
"NCT04023539","Effect of Cinnamomum Zeylanicum on Glycemic Levels of Adult Patients With Type 2 Diabetes","Type 2 Diabetes","Dietary Supplement","Cinnamomum zeylanicum"
"NCT00765674","Efficacy and Safety of Aliskiren/Amlodipine/Hydrochlorothiazide in Patients With Moderate-severe Hypertension","Hypertension","Drug","Hydrochlorothiazide (HCTZ)"
"NCT03934723","Does Antidepressant Use Blunt Adaptations to Exercise?","Depression","Behavioral","Exercise"
"NCT01492348","Stepped Enhancement of PTSD Services Using Primary Care (STEPS UP): A Randomized Effectiveness Trial","Depression","Behavioral","OUC"
"NCT00769951","Study of Physical and Mental Health of Older Patients With Newly Diagnosed Cancer","Depression","Procedure","quality-of-life assessment"
"NCT03990480","Valsartan Versus Amlodipine Effect on Left Ventricular Multidirectional Deformation and Adipocytokines Level","Hypertension","Drug","valsartan (160 mg/d)"
"NCT00680966","Sequenced vs. Integrated Delivery of Treatment for Adolescent Depression and SUD","Depression","Behavioral","Adolescent Coping With Depression/Functional Family Therapy"
"NCT05564533","Heart-Smile Training Intensive Introduction Program","Depression","Behavioral","Heart-Smile Training Intensive Introduction Program (HST-IIP)"
"NCT00885014","Telephone Cognitive-Behavioral Therapy (CBT) for Subthreshold Depression and Presenteeism in Workplace","Depression","Behavioral","EAP"
"NCT03688100","Personalized Treatments for Depressive Symptoms in Patients With Advanced Heart Failure","Depression","Behavioral","Behavioral Activation Therapy"
"NCT00582114","Hypertension in Hemodialysis Patients (Aim 3)","Hypertension","Drug","Atenolol"
"NCT00324675","Effects of Rosiglitazone on Renal Hemodynamics and Proteinuria of Type 2 Diabetic Patients With Renal Insufficiency Due to Overt Diabetic Nephropathy","Type 2 Diabetes","Drug","Placebo"
"NCT00480207","Folic Acid and Omega -3 Fatty Acid Supplementation in Depressed Older Adults","Depression","Dietary Supplement","omega-3"
"NCT02260089","Telmisartan in Mild to Moderate Hypertensive Patients","Hypertension","Drug","High dose of telmisartan"
"NCT02712918","Brief Behavioral Activation Treatment for Depression With Inpatients","Depression","Behavioral","Brief Behavioral Activation Treatment for Depression"
"NCT01158417","Resveratrol in Type2 Diabetes and Obesity","Type 2 Diabetes","Drug","Resveratrol 500 mg oral once daily."
"NCT04405388","Spermidine Anti-Hypertension Study","Hypertension","Drug","Placebo"
"NCT03401580","Efficacy of Fixed-doses of Antihypertensive and Statin Drugs","Hypertension","Drug","Viena II 190/10"
"NCT00241085","Effect of Valsartan on Proteinuria in Patients With Hypertension and Diabetes Mellitus","Hypertension","Drug","valsartan"
"NCT05257148","Effectiveness and Safety of Combination of Nebivolol and Zofenopril in Hypertensive patIents Versus Each Monotherapy","Hypertension","Drug","Zofenopril 30 mg + Nebivolol 5 mg"
"NCT00607789","Study of Duloxetine vs Placebo in Treatment of Binge Eating Disorder With Depression","Depression","Drug","Placebo"
"NCT00723853","REACH-OUT: Chicago Children's Diabetes Prevention Program","Type 2 Diabetes","Behavioral","Reach-Out Program, nutritional and exercise program"
"NCT03332381","Attention Training Technique and Mindful Self-Compassion","Depression","Behavioral","Attention training technique"
"NCT03653091","Safety & Effectiveness of Duodenal Mucosal Resurfacing (DMR) Using the Revita™ System in Treatment of Type 2 Diabetes","Type 2 Diabetes","Device","Duodenal Mucosal Resurfacing (DMR)"
"NCT01385163","Intervention Effectiveness in Improving Psychosocial and Economic Well-being of Sexual Violence Survivors in DRC","Depression","Behavioral","Voluntary Savings/Loans Assoc"
"NCT01969357","A Study of the Effectiveness and Safety of SP2086 to Treat Type 2 Diabetes","Type 2 Diabetes","Drug","100 mg Sitagliptin"
"NCT00548067","Pharmacokinetic Drug Interaction Study Following Co-administration of Valsartan, Hydrochlorothiazide and Amlodipine in Patients With Hypertension","Hypertension","Drug","Valsartan/hydrochlorothiazide (HCTZ)"
"NCT00508859","Maintenance Study for Adolescent Depression","Depression","Drug","Sertraline"
"NCT00000529","Tamoxifen Study","Hypertension","Drug","tamoxifen"
"NCT00158275","Combined Interventions for Treating Depression and Chronic Back Pain","Depression","Behavioral","Problem solving therapy"
"NCT02479594","Competence-feedback and Therapy Outcome","Depression","Behavioral","competence-feedback"
"NCT01901315","Psychiatric Care Via Videoconferencing","Depression","Procedure","Online consultation"
"NCT02036892","Electronically Connected Health Coaching in Type 2 Diabetes","Type 2 Diabetes","Behavioral","Lifestyle counseling with smartphone"
"NCT01527760","Effectiveness of Viscum Album Mother Tincture as an Anti-hypertensive in Essential Hypertension","Hypertension","Drug","Viscum album ethanolic extract manufactured according to Homoeopathic pharmacopoeia of India (H.P.I.)"
"NCT01129050","Effects of Omega-3 Fatty Acids on Markers of Inflammation","Hypertension","Dietary Supplement","Fish Oil"
"NCT02781688","Increasing Physical Activity in Persons With Depression","Depression","Behavioral","Physical Activity"
"NCT01135394","Pharmacogenomics of Thiazolidinediones","Type 2 Diabetes","Drug","Pioglitazone"
"NCT00414986","Using Learning Teams for Reflective Adaptation for Diabetes and Depression","Type 2 Diabetes","Behavioral","Self-directed practice comparison"
"NCT04641312","A Study of LY3457263 in Healthy Participants and Participants With Type 2 Diabetes","Type 2 Diabetes","Drug","Placebo"
"NCT03393715","Effect of Morning Versus Evening Perindopril on Blood Pressure Control in People With Type 2 Diabetes","Hypertension","Drug","Perindopril Oral Tablet"
"NCT01628445","Study of Liraglutide in Individuals With Type 2 Diabetes Using Insulin","Type 2 Diabetes","Drug","placebo injection"
"NCT00359879","Comparison of Exenatide Taken Before Lunch and Dinner With Before Breakfast and Dinner in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","exenatide"
"NCT03738878","Mechanism(s) Underlying Hypotensive Response to ARB/NEP Inhibition - Aim 1","Hypertension","Drug","BNP"
"NCT02302599","Mesenchymal Stem Cells to Treat Type 2 Diabetes","Type 2 Diabetes","Biological","Controlled suspension liquid"
"NCT04913766","REstoring Mental Health After SARS-CoV-2 Through commUnity-based Psychological Services in New York City","Depression","Behavioral","Problem Management Plus"
"NCT02655354","A Policy Relevant US Trauma Care System Pragmatic Trial for PTSD and Comorbidity","Depression","Behavioral","Care Management"
"NCT03292393","Social Norms and Antihypertensive Medication Adherence","Hypertension","Device","Home Blood Pressure Monitoring"
"NCT01537419","Attachment Based Family Therapy for Suicidal Adolescents","Depression","Behavioral","Family-Enhanced Non-directive Supportive Therapy"
"NCT03563820","Resilience and Well-Being Pilot Study","Depression","Behavioral","Resilience and Well-Being Program"
"NCT03726866","A Study to Investigate Drug-Drug Interaction Between D326, D337 and CKD-828 in Healthy Subjects","Hypertension","Drug","Sequence 4"
"NCT04254042","Comparative Effects of Perindopril and Zofenopril on Blood Pressure Control and Oxidative Status Blacks Hypertensive Patients.","Hypertension","Drug","Perindopril Arginine"
"NCT03921736","Reversal of an Unfavorable Effect of Hydrochlorothiazide Compared to Angiotensin Converting Enzyme Inhibitor on Serum Uric Acid and Oxypurines Levels by Estrogen-progestin Therapy in Hypertensive Postmenopausal Women.","Hypertension","Drug","Perindopril"
"NCT01050062","Post-Marketing Surveillance of Micombi Tablets Survey on the Long-term Use","Hypertension","Drug","Telmisartan 40mg"
"NCT01637623","Study of Cardiovascular Disease and Obstructive Sleep Apnea","Hypertension","Drug","Losartan"
"NCT00329862","Laparoscopic Adjustable Gastric Banding With Truncal Vagotomy","Hypertension","Procedure","Laparoscopic Truncal Vagotomy"
"NCT01634295","Efficacy and Safety of CKD-828 to Stage 2 Hypertension","Hypertension","Drug","S-amlodipine 2.5mg"
"NCT02907476","The Treatment of Depression With Yoga and Walking","Depression","Behavioral","Walking"
"NCT00383929","Antihypertensive Efficacy and Safety of Candesartan/HCT 32/12.5 and 32/25 mg in Comparison With Candesartan 32 mg","Hypertension","Drug","Hydrochlorothiazide"
"NCT02386943","Study on Exploring the Effect of DPP-4 Inhibitors on β-cell Function by Using the Two-step Hyperglycemic Clamp","Type 2 Diabetes","Drug","Saxagliptin"
"NCT04919031","Inspiratory Muscle Trainer and Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) COVID-19 Persistent Symptoms","Hypertension","Device","Inspiratory muscle trainer"
"NCT05343663","Tele-Nursing on Treatment/Disease Adaptation, Self-Efficacy, Self-Care Management in Hypertension Patients","Hypertension","Behavioral","Education"
"NCT03975439","Chronic Kidney Disease and Cardiovascular Disease Risk Assessment","Hypertension","Diagnostic Test","Hemoglobin A1C"
"NCT04078711","Chinese Medicine Treat for Hypertensive Renal Injury","Hypertension","Drug","Qianyangyuyin 20g Granule"
"NCT02428998","Safety for 24 Weeks Intake of Korean Red Ginseng in Adults","Hypertension","Dietary Supplement","Korean Red Ginseng"
"NCT03451630","PCORI Integrated Care (IC) Models for Patient-Centered Outcomes","Hypertension","Behavioral","Usual Care/Optimal Discharge Planning"
"NCT04213547","Sleep and Glycemic Control in Type 2 Diabetes Adolescents","Type 2 Diabetes","Behavioral","Loss frame sleep extension intervention"
"NCT03615885","Acute Cardio-metabolic Responses to Montmorency Tart Cherry Supplementation in Metabolic Syndrome Patients","Hypertension","Dietary Supplement","Placebo"
"NCT05027685","The ""Global Paradise System"" Registry","Hypertension","Device","The Paradise Ultrasound Renal Denervation System"
"NCT04646317","Hemodynamic Stability of Dexmedetomidine in Hypertensive Patients Undergoing Laparoscopic Cholecystectomy","Hypertension","Drug","Dexmedetomidine injection"
"NCT01971541","Groups for Regaining Our Wellbeing (GROW)","Depression","Behavioral","Mindfulness-Based Stress Reduction"
"NCT00791258","A Dose Escalation Study of a Combination Antihypertensive Drug in the Treatment of Various Groups of Patients Who do Not Respond to Single Drug Treatment of Their High Blood Pressure","Hypertension","Drug","hydrochlorothiazide tablets"
"NCT03740074","Personal Activity Intelligence (PAI) Pilot","Hypertension","Behavioral","PAI"
"NCT00982254","Oral Insulin: A Comparison With Subcutaneous Regular Human Insulin in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","regular human insulin"
"NCT05488782","TEAM-Red, a Remotely Delivered Self-management Program for Depressed Black Women at Risk for Hypertension","Depression","Behavioral","TEAM-Red"
"NCT01181583","Tailored Internet-delivered Cognitive Behaviour Therapy for Symptoms of Depression and Comorbid Problems","Depression","Behavioral","Tailored Internet-delivered CBT"
"NCT02308592","Patient Decision Aid for Antidepressant Use in Pregnancy","Depression","Behavioral","Electronic Patient Decision Aid"
"NCT02888028","Quality of Life and Device Acceptance in Patients With ICD Undergoing Remote ICD FU","Depression","Procedure","ICD remote monitoring"
