"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description"
"NCT00369681","Lymphoma","Drug","Vinblastine","Completed","United States","Phase 2 Study of Rituximab-ABVD in Classical Hodgkin Lymphoma","RATIONALE: Monoclonal antibodies, such as rituximab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving rituximab together with combination chemotherapy may kill more cancer cells.

PURPOSE: This phase II trial is studying how well giving rituximab together with combination chemotherapy works in treating patients with newly diagnosed stage II, stage III, or stage IV Hodgkin's lymphoma."
"NCT00369785","Brain Tumors","Drug","donepezil hydrochloride","Completed","United States","Donepezil in Treating Patients Who Have Undergone Radiation Therapy for Brain Tumors","RATIONALE: Donepezil may help lessen confusion and fatigue and improve mood and quality of life in patients who have undergone radiation therapy for brain tumors. It is not yet known whether donepezil is more effective than a placebo in lessening side effects of radiation therapy in patients with brain tumors.

PURPOSE: This randomized phase III trial is studying donepezil to see how well it works in lessening side effects of radiation therapy compared with a placebo in patients who have undergone radiation therapy for brain tumors."
"NCT00369785","Brain Tumors","Drug","Placebo","Completed","United States","Donepezil in Treating Patients Who Have Undergone Radiation Therapy for Brain Tumors","RATIONALE: Donepezil may help lessen confusion and fatigue and improve mood and quality of life in patients who have undergone radiation therapy for brain tumors. It is not yet known whether donepezil is more effective than a placebo in lessening side effects of radiation therapy in patients with brain tumors.

PURPOSE: This randomized phase III trial is studying donepezil to see how well it works in lessening side effects of radiation therapy compared with a placebo in patients who have undergone radiation therapy for brain tumors."
"NCT00371254","Breast Cancer","Drug","Dasatinib","Completed","United States","A Study of Dasatinib (BMS-354825) in Patients With Advanced 'Triple-negative' Breast Cancer","This study will determine whether the investigational drug dasatinib is effective in treatment of women with progressive advanced triple-negative breast cancer."
"NCT00371345","Breast Cancer","Drug","Dasatinib","Completed","United States","Study of Dasatinib (BMS-354825) in Patients With Advanced Estrogen/Progesterone Receptor-positive (ER+/PR+) or Her2/Neu-positive (Her2/Neu+)Breast Cancer","This study will determine whether the investigational drug dasatinib is effective in treatment of women with progressive advanced ER+/PR+ or Her2/neu+ breast cancer"
"NCT00371345","Breast Cancer","Drug","Dasatinib 100 mg","Completed","United States","Study of Dasatinib (BMS-354825) in Patients With Advanced Estrogen/Progesterone Receptor-positive (ER+/PR+) or Her2/Neu-positive (Her2/Neu+)Breast Cancer","This study will determine whether the investigational drug dasatinib is effective in treatment of women with progressive advanced ER+/PR+ or Her2/neu+ breast cancer"
"NCT00372593","Leukemia","Drug","asparaginase","Completed","United States","Combination Chemotherapy With or Without Gemtuzumab in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia","RATIONALE: Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as gemtuzumab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Giving combination chemotherapy together with gemtuzumab may kill more cancer cells. It is not yet known whether combination chemotherapy is more effective with or without gemtuzumab in treating patients with newly diagnosed acute myeloid leukemia.

PURPOSE: This randomized phase III trial is studying combination chemotherapy and gemtuzumab to see how well they work compared with combination chemotherapy alone in treating young patients with newly diagnosed acute myeloid leukemia."
"NCT00372593","Leukemia","Drug","cytarabine","Completed","United States","Combination Chemotherapy With or Without Gemtuzumab in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia","RATIONALE: Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as gemtuzumab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Giving combination chemotherapy together with gemtuzumab may kill more cancer cells. It is not yet known whether combination chemotherapy is more effective with or without gemtuzumab in treating patients with newly diagnosed acute myeloid leukemia.

PURPOSE: This randomized phase III trial is studying combination chemotherapy and gemtuzumab to see how well they work compared with combination chemotherapy alone in treating young patients with newly diagnosed acute myeloid leukemia."
"NCT00372593","Leukemia","Drug","daunorubicin hydrochloride","Completed","United States","Combination Chemotherapy With or Without Gemtuzumab in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia","RATIONALE: Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as gemtuzumab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Giving combination chemotherapy together with gemtuzumab may kill more cancer cells. It is not yet known whether combination chemotherapy is more effective with or without gemtuzumab in treating patients with newly diagnosed acute myeloid leukemia.

PURPOSE: This randomized phase III trial is studying combination chemotherapy and gemtuzumab to see how well they work compared with combination chemotherapy alone in treating young patients with newly diagnosed acute myeloid leukemia."
"NCT00372593","Leukemia","Drug","etoposide","Completed","United States","Combination Chemotherapy With or Without Gemtuzumab in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia","RATIONALE: Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as gemtuzumab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Giving combination chemotherapy together with gemtuzumab may kill more cancer cells. It is not yet known whether combination chemotherapy is more effective with or without gemtuzumab in treating patients with newly diagnosed acute myeloid leukemia.

PURPOSE: This randomized phase III trial is studying combination chemotherapy and gemtuzumab to see how well they work compared with combination chemotherapy alone in treating young patients with newly diagnosed acute myeloid leukemia."
"NCT00372593","Leukemia","Drug","gemtuzumab ozogamicin","Completed","United States","Combination Chemotherapy With or Without Gemtuzumab in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia","RATIONALE: Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as gemtuzumab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Giving combination chemotherapy together with gemtuzumab may kill more cancer cells. It is not yet known whether combination chemotherapy is more effective with or without gemtuzumab in treating patients with newly diagnosed acute myeloid leukemia.

PURPOSE: This randomized phase III trial is studying combination chemotherapy and gemtuzumab to see how well they work compared with combination chemotherapy alone in treating young patients with newly diagnosed acute myeloid leukemia."
